rally,hit,hitter,kind,start_x,start_z,target_x,target_z,end_x,end_z,moved,remaining
523,13,player,drop,-1.4976528254682862,-2.27,-3.113067493521475,0.5295235243469434,-2.5992770881119265,-0.3608783984368995,2.2041600000000003,1.0280059167086892
523,14,opponent,lob,1.5056200681449623,0.4687273742062823,4.533061645564407,0.15304086012071583,3.681622910003317,0.24182464653347108,2.187801,0.856055185805012
524,1,opponent,serve_lob,2.7,0.62,4.07945930231756,-0.41547229530734486,4.07945930231756,-0.41547229530734486,1.7248509619962853,0.0
525,1,player,serve_short,-2.7,0.62,-3.1297596404568266,-0.3953231270059203,-3.1297596404568266,-0.3953231270059203,1.1025309069584677,0.0
525,2,opponent,drop,2.36,-0.62,3.206605042391723,-0.031366535547829685,3.206605042391723,-0.031366535547829685,1.0311301825065815,0.0
525,3,player,drop,-6.895983089511605,-0.3429039166786576,-2.9139463520661195,0.05934980203981004,-4.702983865072818,-0.12137354131021744,2.204160000000001,1.7981424164333608
525,4,opponent,lob,1.118954129536377,-0.03428194965821452,4.484856066606572,-0.6387298338239791,3.2723089837885118,-0.4209809117330673,2.1878010000000003,1.2319435949435116
525,5,player,drop,-4.337706766756165,-3.100752202507932,-2.9904667335483737,-0.5638441321207006,-3.303908258905797,-1.154067340809369,2.2041600000000003,0.6682881308935058
525,6,opponent,lob,1.5526634280252085,-2.0215352459671196,4.532492354165114,-0.8672468080277765,3.592750957631288,-1.2312719435502837,2.187801,1.0077838020386736
525,7,player,drop,-3.228783094757089,-2.9051224137131912,-2.9592151615012035,-0.7200752193087615,-2.9592151615012035,-0.7200752193087615,2.2016126163370613,0.0
525,8,opponent,smash,1.653559038647001,-2.27,2.984464588173405,0.8149251812666688,1.947695749343752,-1.588216273208684,0.7425264,2.6172463535911366
526,1,opponent,serve_drive,2.7,0.62,3.630894805942848,0.03460776813936167,3.630894805942848,0.03460776813936167,1.0996586765238348,0.0
526,2,player,lob,-2.36,-0.62,-4.043772665711313,-0.03704754530013718,-4.043772665711313,-0.03704754530013718,1.7818316290371483,0.0
526,3,opponent,lob,6.931740001608968,-0.564199034125405,4.119383877353701,0.838771668084132,4.974019038411029,0.4124287587703007,2.1878010000000003,0.9550756696920236
526,4,player,smash,-6.991629139781263,1.9074303321444839,-3.0051588100961864,0.6874045823361588,-5.81133652476972,1.5462116942181248,1.2343296,2.934652112559412
526,5,opponent,drop,2.886159369353484,1.9772984739042567,2.9492862238228796,0.4785784040042921,2.941959162755518,0.652533111035688,1.3259400000000001,0.17410894842673547
526,6,player,drop,-0.995487583169177,1.2400428763923435,-3.188749458807081,-0.35947919016835694,-2.7763616232046124,-0.05872922029277827,2.2041600000000003,0.5104059867723438
527,1,player,serve_short,-2.7,0.62,-3.2047253214418197,-0.22588857677008914,-3.2047253214418197,-0.22588857677008914,0.9850254486127122,0.0
527,2,opponent,drop,2.36,-0.62,3.019542514527963,-0.6958655551940895,3.019542514527963,-0.6958655551940895,0.6638914903316473,0.0
527,3,player,drop,-1.7637030601367727,-2.796782931565465,-3.055646251391492,-0.47125592064721933,-2.834127489112933,-0.8699947108595512,2.20416,0.45613943576654137
527,4,opponent,lob,1.0761713357455363,-1.6916706519010973,4.178186036186249,-0.17690080423135204,3.0421001191637362,-0.7316720924600763,2.187801,1.264303125480532
527,5,player,smash,-6.208942387157503,-0.24244985153358894,-3.102090845254766,-0.49688858806258873,-4.9787313784547615,-0.3431992212722834,1.2343296000000001,1.8829232890146024
527,6,opponent,lob,3.272817479205049,-1.9936655472380358,4.529358430035409,-0.6175462389178906,4.529358430035409,-0.6175462389178906,1.8634912159291712,0.0
527,7,player,lob,-3.084255310342955,-2.27,-4.020077543488994,-0.100140207905318,-4.020077543488994,-0.100140207905318,2.36306046672522,0.0
527,8,opponent,smash,5.9546453159801604,-0.29501565892173226,3.467115877071403,0.08124446531109675,5.220470072897132,-0.1839653678778318,0.7425263999999997,1.7732983932885598
527,9,player,lob,-2.7823306534653702,-0.12148459717976662,-4.450006688808305,-0.07898176932382432,-4.450006688808305,-0.07898176932382432,1.6682175665160945,0.0
527,10,opponent,drop,4.748687015923082,0.14537846771292134,3.000049460003867,0.03988084950725021,3.425153571940208,0.06552794323854422,1.3259400000000001,0.42587707076343845
527,11,player,lob,-1.4714874351138967,0.49440459902456574,-4.518607016194241,0.06929483574517947,-4.518607016194241,0.06929483574517947,3.076630633052773,0.0
527,12,opponent,drop,3.3249544739351005,0.8956097160811849,3.034184638739473,0.4665738659992047,3.034184638739473,0.4665738659992047,0.518284533548185,0.0
527,13,player,smash,-1.4562849731700895,1.266842165706922,-3.323000755518405,-0.025595355859935776,-2.4711167509313805,0.5642142241318533,1.2343296000000001,1.036137875922561
527,14,opponent,smash,2.542810628279003,0.6047212887401652,3.2116430178648563,0.5062332191794205,3.2116430178648563,0.5062332191794205,0.6760448692246136,0.0
527,15,player,smash,-3.1545464553184246,1.200983551459582,-3.3223910706534987,-0.06076416331511436,-3.3173099637481656,-0.02256767417823413,1.2343296000000001,0.03853296549407057
527,16,opponent,lob,2.3831560386835093,0.3646177689772864,4.368632875833448,0.372484392318828,4.368632875833448,0.372484392318828,1.985492421194733,0.0
527,17,player,lob,-4.370298818917038,1.1833353380308884,-4.509674474446776,0.22753317947014892,-4.509674474446776,0.22753317947014892,0.9659106271615987,0.0
527,18,opponent,smash,4.074058377971111,0.9961769878513861,3.271717063640575,0.2210819688094534,3.5400237249760043,0.48027734247706,0.7425263999999998,0.3730559023090977
527,19,player,drop,-2.9529895622438316,0.8794604426483945,-2.9085307313393773,0.12136739149330061,-2.9085307313393773,0.12136739149330061,0.75939558983117,0.0
527,20,opponent,smash,0.9514661995601362,0.1756205373682802,3.357911041218569,-0.1273875376103581,1.6881754336806463,0.08285761881495006,0.7425264000000001,1.6829200886792988
527,21,player,lob,-2.4096449494385963,-0.17457606273153087,-4.481285748565405,0.27585171225786176,-4.481285748565405,0.27585171225786176,2.120042636620466,0.0
